Date,COP,KWEB,ABNB,RXRX,AAPL,VRTX,ASTS,XSW,GS,RGTI,XLF,DUK,OKLO,UFO,REGN,LMT,QBTS,BABA,EOG,XOM,BEAM,ITB,ARKX,AMGN,AIQ,QTUM,PHM,MU,LIN,TOL,NLR,RTX,AEM,IPAY,MARA,XLI,APD,IDNA,RIOT,VRT,INTC,PACB,AXP,LEU,AMZN,MRK,XHB,PEJ,SNPS,SHW,XLP,DELL,ADBE,TWST,RCL,OKTA,DTCR,SO,UNH,LLY,MS,GLD,STX,LUNR,MAR,FTNT,SMR,COIN,V,MRVL,WFC,KO,WGMI,CDNS,TSM,TXN,IBIT,CIEN,MAGS,QCOM,PLTR,CVX,BIIB,GRID,TAN,JPM,URA,FSLR,COST,FINX,OIH,RKLB,XLRE,AMAT,ZS,XLV,BWXT,LHX,GD,HOOD,XAR,NOC,BAC,WPM,GOOGL,NXT,EDIT,CRSP,PPA,ICLN,JNJ,XOP,CCJ,XBI,JD,KTOS,ASML,KBE,CIBR,GDXJ,IONQ,PDD,PEP,TSLA,ABBV,INTU,FCX,NUE,SPY,CRM,NEM,ENPH,CEG,DAL,PG,MSFT,VST,BEKE,DHI,HACK,ETN,SLB,META,BUG,PFE,COF,B,GDX,UAL,URNM,SMH,CQQQ,PYPL,XLC,AMD,IBB,BIDU,IAI,KBWB,NEE,NTLA,RUN,ITA,NVR,ORCL,AVAV,ARKG,GILD,MA
2024-10-23,4541300,20320700,3444600,3976600,52287000,991300,7575600,9800,1263200,10591500,20697200,2286400,35377100,4300,850100,1402200,13359600,13638200,1639700,8320300,1394300,1907900,39500,1526300,305500,20600,2521200,15174700,1541400,1368100,303700,5451400,3443600,11400,44412100,8480700,1045100,17800,19160300,18855300,45799100,4103000,2051100,1508800,31937100,8271700,2571000,39200,653300,1847800,6926500,4558900,2021300,603200,1480100,2498800,168100,4738900,2911900,2646600,5661600,8081000,8774000,11720700,1990300,4067900,10768100,10350100,5249300,8366400,18380900,24655200,371400,1754200,16535700,10548500,25771200.0,1456400,635600,9788200,35647000,5248600,977700,78900,1268700,6180500,3394400,3681700,2193500,34700,406900,10104900,4849500,6015200,1079300,4910200,645200,459900,1506600,10203200,525200,919500,28569400,1324400,18280500,2874200,2392300,1827400,288700,2906900,7441600,1565200,6296300,8293600,11646800,697300,1681400,1236400,428300,5840300,29995900,11926600,3800700,80938900,4266700,1119200,10849200,2785500,49314600,3227100,10784700,19782800,2633700,6624000,4837800,19654400,4554600,4147100,2308200,50400,1975200,11117900,14248400,118700,22217600,2742200,22023700,22959800,5074500,565300,4971600,668600,7632100,3015500,26095900,1291000,3870700,142600,783200,10825100,1912500,5897700,415100,13300,4830400,154700,2263500,4373500,1759700
2024-10-24,3504600,16734600,2677700,2934500,31109500,674000,23926300,6200,2058200,6136400,19617500,2283700,21673500,1900,523400,1102800,13575800,13602900,1927700,9905600,927600,1382300,20800,1326600,223600,20400,2026300,13206300,994300,1071600,224400,4171800,4464300,7200,48745900,6720400,1588200,41700,23849700,8149800,40554400,5209700,3490600,1039000,21647400,8295900,1639200,13400,662000,1386200,6211500,3638100,2100300,559900,1183300,1860900,26700,2722300,2590200,1797100,5611800,5962200,2746300,11110300,1195100,2828600,11891500,9925400,4679900,6226300,18393300,17568800,513600,1792200,9935800,9309300,27015500.0,1154100,1084200,4933400,34079600,5474300,1057200,96700,488300,6002200,2275600,1858700,1649600,77400,307500,16684200,3188600,6122100,1085300,5066300,795100,845300,1331400,7687300,278900,1310300,28392000,1658000,22412500,2216900,1692300,1104900,190900,2056500,5386300,1416600,4872500,4408300,8541800,521800,1854700,998400,406200,4215400,22086500,5039500,4244900,204491900,6741800,883200,10171700,1984600,34979900,3210700,37243900,6487800,1553700,5724600,5861200,13581600,3317400,7579400,1627100,54000,1407000,13897100,7184700,84100,31473600,3592600,30715700,31946100,5887500,366800,2595500,180800,7398800,2044700,22877000,730400,2397500,43300,335700,9705100,11379700,6054500,325000,16400,3488000,142300,3185300,7183500,1911900
2024-10-25,3823100,13114600,2552100,3517500,38802300,1019700,14701900,7300,1633200,7768800,25526500,2406300,22632100,8800,547700,1077600,11457900,16977100,3050800,10714600,1960100,1078900,73600,1604400,208600,21600,1655400,12265000,2458400,868900,217100,4716200,2328700,4200,56106500,6399300,1294800,12200,22731200,6257400,67503000,4004700,2993300,905700,29362100,9625500,2130200,39100,639700,1122000,6546900,4040200,2426800,593400,979800,1556400,121900,2498800,2513700,2228300,7271700,4424500,2485700,7581000,1162000,3111700,13420800,9261300,4464600,6970400,14855500,11138100,428300,2024700,13434900,5103100,51745600.0,2063200,1273800,5496600,50416500,6839900,1720100,65900,1862200,6369700,2030000,1876000,1425800,22500,740700,10553300,4820700,4794700,926800,5314500,576500,1622100,1405200,8752200,272800,516100,27466900,1261200,19828900,2033600,1170300,1109400,110000,3412300,6400400,1784800,3510100,6256100,10675400,524600,1380100,1128600,308200,5181100,25259600,6738500,4442600,161611900,4017400,1000700,8528900,1741400,47268200,3351200,28269600,4428600,2016200,5982900,4877900,16899100,3792500,6164700,1962700,172100,1176400,15345700,11337900,50700,26091100,6087500,30912000,21541200,7836400,320000,6835900,300100,7201000,2943700,29758500,745400,2657100,66100,317000,6580700,3768000,8307100,462700,10800,3674700,182500,1973900,5734900,1582200
2024-10-28,4438900,25988200,3260400,4546900,36087100,501200,8941600,9300,1687100,15633300,31415900,2214300,45075600,14400,578700,1278700,10079500,16044400,2390300,11844500,569400,1049200,28700,1816000,235900,31100,1328500,12381000,1440400,646000,316800,4453200,1805200,8600,60624100,7132200,1185600,29700,31325400,4765800,41915000,6217300,2336900,1835000,27930800,6968900,1423600,18200,638100,1002200,5714200,3582900,2302300,599400,2835200,1476600,147500,2773000,1826500,2084100,5994000,4029100,2766700,14217500,1127500,2492200,27222900,10458700,4306200,6652500,16158900,10761400,626900,3171300,20135300,4409000,54652300.0,1861900,1001900,5024600,36729700,8892000,1893400,284300,1556900,6843000,2973700,2658000,912500,39100,602200,8443100,3129100,4101000,905100,4923500,994400,1033400,968700,14670900,425400,680700,24527600,1369600,32138600,2358500,1340600,1706500,123400,2121800,4842500,2990100,4265000,6178200,11411900,718900,1182800,3034200,218900,2001300,31529500,7286500,5186400,107653600,5383700,1292000,6446400,1864700,30174700,3867800,14753800,4354600,1542500,10898800,5753800,14882400,5213300,13272500,2432500,53300,2177700,10589900,10925100,69100,37922500,4109000,17392100,14784900,7411900,542200,3557300,151400,15243500,2079700,36010100,720800,4536600,41200,445800,8679600,3312200,11351700,300400,16600,4330000,150200,1691700,5961700,2186400
2024-10-29,3809400,18052300,2871900,2506900,35417200,999500,5845200,9600,1281600,18426200,27930900,3478800,26677700,5700,680400,1041700,8068100,13685400,2207100,14731000,618800,3824000,40700,1466500,328400,28500,3715700,15164600,2056600,2003900,305200,5102700,1742200,10600,65540400,11192300,1579400,52900,28045200,4019800,83422200,9256700,1749000,2103200,35690200,9296200,3742100,18200,1266900,1044300,9459900,3909800,2089500,356900,4125700,1170300,83900,5860700,2600300,3187500,4622200,8875500,2014700,6708300,791500,3806000,12629200,11542200,7534800,9883700,13205500,16525900,657300,5991300,13779100,5522800,81566300.0,1710400,729400,6427700,26154700,6014700,1342700,83200,1370300,6580000,2117300,5039300,1361700,25600,552000,9573300,4557100,6007400,1294600,7342600,792300,689400,950600,13257600,394400,582000,22313500,1540400,42169000,2199800,2198200,1185000,136800,4420300,5216900,2458000,2473500,6183700,14259100,415000,1445500,1176000,347000,4470100,32312900,4803100,5127900,80521800,6131500,1134700,8471900,1707300,42899700,4280700,12909000,3713800,1829700,9524100,5681000,17644100,4738600,14279200,10496500,102700,1843200,15895600,13019100,93300,102267000,2596600,21333800,20281300,5086400,753000,5392800,340700,35206400,3839600,71896000,687500,2731000,31400,311900,19232900,4551700,6709100,674300,28200,4122900,139200,1478000,6655800,2066300
2024-10-30,6413100,12831400,3010500,4475000,47070900,722000,9268400,10000,1441600,9146500,28704300,2480000,30078100,5600,628400,1005200,5299600,10179900,2467000,12303700,850300,1453100,52400,2223600,181100,29800,1405900,14321800,1794300,820000,242300,4852100,2660000,6500,33488500,10469000,1042900,12400,24276700,3529500,50941200,12999000,2152900,1011300,37707600,13897200,2206600,156700,1240200,1334000,8504800,17073700,2728600,386400,3411500,1161400,82700,7005800,2323600,18257200,5673000,6386200,2862200,11187900,897800,2595500,12803400,9515900,9606800,8417700,16021700,14177800,292700,3454500,10007800,4914000,32004700.0,1384500,1209600,8819700,31309200,5784000,1632900,81500,1376100,7110900,2106500,7077400,1412200,155700,830900,9128500,5513800,5851300,708500,9211800,649400,714200,855000,26660900,2132700,799200,38100500,2070000,68890800,5568600,1693600,1165900,116700,4119000,5820500,1898000,2824600,4733100,7626100,1240500,3085200,1330800,262600,3902000,23685200,9596900,4801500,53993600,10396400,1082400,9017100,2094000,41435800,2826500,11956500,2713500,1831000,11089000,5518100,29749100,4166500,7400900,4408600,48200,2258200,12252100,26864900,64000,47104000,2787600,27305600,18161400,9568100,306400,5348400,175800,14910500,4871800,87701700,1020900,2117300,27200,365400,11650200,3510000,4935800,225000,14700,5822500,198700,860400,5846900,3121000
2024-10-31,11969400,12008100,5049100,4378400,64370100,1376000,6876100,11300,2061700,5494600,53417100,3835800,14574000,3300,2291400,1245300,7978800,8379300,2999200,20512000,1127600,1026300,65100,2713500,601700,24200,1858600,19830300,3615600,956500,215600,4112700,3690300,7900,39713000,16640000,2280900,17800,26822900,5806500,112485500,8060100,2315400,844800,75146800,17413100,1786000,70100,1211100,949900,10905300,7312400,2978700,592800,2433000,1647400,170900,10247100,2490000,6582800,5374600,9930800,2708500,8348300,1308100,4584900,9810800,18892000,7950200,11273000,12963200,13383700,554200,2785500,13062700,6543000,48039800.0,1230100,1139600,10261200,50973400,8400900,1755600,86900,707000,7829900,3621200,2857400,1771900,75700,338500,13057500,5866200,7307500,1786600,6701100,790100,1254000,1704100,45738900,595600,908100,28138200,4929300,44769000,10332400,1966700,1279400,147800,3167300,8613900,2335100,4988900,8177800,8319600,1094800,2398300,1267600,550600,5990700,22506900,7390200,5582400,66575300,8829300,1478600,9481400,2299800,60182500,4301800,13809400,2916500,2290900,7749400,6056500,53971000,4073500,8931300,3088600,153500,3870600,14264900,26838400,107400,37909600,3425800,26654300,27998400,6907500,380400,9464700,143400,13919300,4840000,44386600,1645100,2674300,74800,1333700,13034700,2598900,7589600,336900,16800,9477500,220600,2828900,5894500,5523300
2024-11-01,7428000,12039300,3707600,3630500,65276700,1352700,5993100,32000,1625000,4703500,40139900,3713100,20004100,8300,1087300,792600,4375600,8501000,2256100,20939300,778400,1439600,76900,1826700,283700,21500,1809900,13623400,2347400,888400,149400,5234900,1844700,11300,32711000,7482300,794500,69600,23181500,5008300,173471100,10623800,2508300,1314100,99687800,10180600,1553500,40100,901500,1093800,7916100,13048400,2851600,657600,1692400,1306500,143700,6817400,2548300,5266300,4372100,6473000,2001600,6963300,1481600,4055400,9940300,14443400,5470700,20330500,13313900,12163100,468200,1897200,12691200,4208800,49930200.0,1427100,825300,6498100,33722500,11728000,1456000,71200,954400,6923500,2025800,2838800,1625200,502100,450700,11010800,6141400,6318900,1239000,6896900,860800,852200,1355500,21594100,157700,497900,31220000,1266200,31796500,4577300,1876700,2263400,209600,3425100,5256400,2286700,4298100,6877500,6746100,697000,1801700,1383800,269200,3411700,15847000,3729800,6339000,57544800,4493900,1437000,7733200,1106000,45667500,3527500,11049000,4109300,2804500,9588400,5454800,24230400,5979600,8327000,4348200,44100,2369100,12605900,15303200,46200,46894600,3375200,18207000,14358100,6762300,920800,5521000,65700,16473600,5714000,39027400,1390700,2816900,40000,363800,14615300,1800800,9125900,290600,24100,5680600,168700,3939500,6485900,3753700
2024-11-04,5441700,14642700,2459700,3884900,44944500,1248000,6580900,6400,1797800,5250100,41705600,3050100,15049400,5900,743600,827600,6180900,8681900,1702100,14965400,1388900,1383000,37200,2090100,189800,22300,1801100,15765800,1616100,870200,429500,6856100,1524500,15200,29692100,6744400,1608000,42600,22381100,4637700,84616300,10001900,1944000,5727300,38492100,9182600,1869800,20400,583000,5565700,6958900,10608800,1954900,638300,1515700,2389700,66400,4745100,2656600,3918100,4366300,4581400,1961200,6961700,2222000,3488000,8202100,11348800,4281600,7935900,12607400,10984500,567100,2496900,10917300,3693800,36048900.0,1131300,604200,4949800,75413300,6130000,2494800,69800,3056000,8229600,3871100,5906300,1576700,46100,464000,7701600,6509900,3857600,832900,5985900,2363400,791400,1056000,15067200,75300,455400,31110100,1167800,21492700,4760700,3952000,1601800,129400,7489800,4644000,2253400,4587700,6426700,7358700,634300,1232500,1922500,334800,2889000,12424200,5301300,4885500,68802400,3531800,1152500,9147800,1345700,38217000,5107900,8656200,5371300,10719400,7959800,5130200,19672300,10742700,6815000,3411300,54800,1943300,11103000,12064600,143300,41347800,2234600,17086800,13299700,6452200,688900,5199200,78900,10257000,3003700,29117400,1090300,1519000,66300,2547700,11759100,2037500,11549300,369700,16300,4804400,146000,1721000,6124300,2165100
2024-11-05,6003100,15168100,4989200,4354200,28111300,1722900,6504200,11200,2169900,4917400,35221800,2558500,10479000,14600,633200,610100,3740500,10804200,3281900,10436700,2301700,1496600,86600,1472300,222300,21100,1546600,12071900,1749000,832500,244100,8093600,1513700,8700,32554800,7469400,1502800,67800,20322700,4133600,59153300,13851300,1859600,5244900,30564800,6741400,1822100,32400,627500,2582500,5304800,6998600,1588100,707400,1438500,1471100,101500,4438000,2608100,3733300,4798400,6029900,1519500,3963400,1604300,4408000,5062300,9950800,3753700,10233700,13447200,8780200,464600,1964900,10339200,5253200,36660400.0,1353200,656500,5373200,208868200,5978900,2472200,72900,1515500,5600700,2074600,2815600,1622300,68600,489800,8554000,4747500,4053000,992100,5035300,1950000,593100,750100,12947200,69800,695400,30851400,1037300,18242100,3076000,2151600,2171900,111600,3877300,6547100,1345500,2903300,7170600,7419900,891800,1282000,1993300,283900,5099600,12942800,6005100,3678300,69282500,5109300,1564100,5991500,1227600,39478300,4456100,6799500,3803800,6347400,5390600,4397400,17626000,6438800,4489300,3225300,32700,1777300,10810900,9775400,89800,44175800,2489600,14611400,16833300,4601500,414900,4344200,232700,6573900,3090100,27067300,938600,2533000,34100,337900,9051700,1906300,10427900,249200,11700,5456800,234900,3834400,3960200,2132900
2024-11-06,7733600,24705800,5110900,7361700,54561100,1648700,10198300,18100,8042800,6098200,153473400,4236700,14887200,28100,879500,1751300,4729300,18162900,3516600,20807700,2020900,3678900,143500,2208600,456400,52500,3670900,20304500,2626900,2507800,363500,9631900,4320300,57700,85571500,17738800,1871400,24700,55373600,7598500,116760500,14614100,5380500,2799400,72292200,9551300,5702300,54500,1318600,4691300,18487700,8857900,2969900,1022300,3377800,2485000,126200,4708100,6591300,8257900,22798700,14600200,2411600,11957000,2148500,5711300,10502500,35456000,10320500,14695200,63689100,22899300,1365300,2756700,19834900,8527500,97138100.0,1821900,1540100,17661900,114255900,12118900,1827700,158500,5905300,23987800,4696900,13756200,2437400,111000,2767200,17747300,12721600,6393300,1745600,10685600,1240400,893500,1659100,49591600,272600,965700,110086700,2936800,33695500,9401500,4225900,2277400,295400,14064300,8926600,6170600,5921400,17003400,15031800,1736500,3208600,7398800,823500,9019400,20834500,9902400,7849300,165228700,7194800,2963700,12911700,7506300,68182000,5874900,18603900,16161900,4790100,16683600,11473700,26681800,7411300,7702100,6636100,85000,4019600,25379300,18305400,129000,65749500,12157300,27157700,44258400,11592000,585900,7284400,315400,11546500,5477400,32911500,1570200,3186100,311300,3528600,28637800,3448600,39917600,850900,20500,11085000,788000,2482500,8819300,3673700
2024-11-07,5442000,33530800,11988900,5800100,42137700,992300,21948000,18500,4475600,12541000,70611400,5593500,26205100,12500,780900,818200,21157400,16340400,2309300,12184400,934800,1521400,64700,2654700,476700,42300,1590200,13569800,1925500,1091900,399200,4415200,3291300,27600,49751200,10062400,2141700,36300,32921300,7696700,101489300,18101500,3876900,1857500,52878400,8676100,2216700,53300,1114700,16521800,17598100,6297500,2640300,856300,1781100,1487100,91200,4574500,5254300,4557600,7780000,8821400,1953500,33700500,1472700,6375000,12204200,16655300,6237300,11491100,18681200,14856100,1057800,1509000,14865200,6020800,40670200.0,2384700,1268900,23586300,121591200,8143200,1438300,143900,1510200,16451100,3747100,4623000,2145500,74900,569800,15823800,10597900,5274700,1876000,9381600,1021700,649300,887100,24913000,164700,671600,48339700,2269200,25352900,3361100,2078700,1598500,387100,5842700,7522800,2797300,5817000,8157100,16561700,1460300,1758300,3020100,624800,5697700,70733400,10081500,5333500,117309200,4520200,1927600,12733400,2608900,47233200,5722600,11728400,9227600,4154900,7400000,9056700,19901800,14877300,11713000,2380600,150000,2739600,15426700,14653700,179100,48484800,4766500,33275500,26922000,5314500,739200,5370200,525000,7994300,5268000,30326400,1344700,3017000,144000,5446600,16311300,3367900,18882100,448900,14300,7759400,267700,2257700,14389800,2382300
2024-11-08,5314000,47523800,19189000,6667000,38328800,1259300,7363900,12800,2714000,16527400,60376500,3788500,20247700,8400,563600,1165700,16819400,24879800,5335100,12836000,1265900,858900,68500,1978100,386500,42200,1599200,13045700,1496700,1226100,233800,6381600,1990000,16000,47164400,8270000,2585100,21400,29607100,4621500,76428000,27341800,1814400,1711500,36075800,9208000,1073400,40600,967100,2209500,11530300,6325400,2856900,638600,1786800,1060600,102400,3805900,3875800,7212900,6979300,6267900,1329800,13631600,1516600,13790400,24689200,17431700,6240600,8340000,14270900,14719300,703300,1242800,13112100,5020700,44183700.0,2277100,978200,10736600,84124000,6041500,1581700,123600,2176500,9502100,2908500,3560000,3277100,116100,411200,17769100,7348100,4767300,1062300,8701100,1119300,868500,855100,22564100,194900,495800,38331800,2440300,22006200,2897600,1652800,1306200,203500,5469200,8926100,2059000,4050800,9431100,13967600,2052500,1726800,2423800,456600,6596000,64845200,15150300,4618300,204782800,4596900,1705800,16197400,1704800,46444900,8485000,10453600,11887500,5162100,4646000,7506200,16891400,9826100,15040100,2651900,52200,2390500,13598100,9415700,205400,55951300,4247000,27997700,22864200,4604600,349800,3915600,317900,8144200,3219700,27560300,1271800,4590200,142800,1908300,14657100,2418300,29577500,562200,16300,8520400,320600,2532400,7456700,2215600
2024-11-11,3820200,25875400,6535100,15577600,42005600,1335500,11105800,21200,2510800,17031300,63654700,3243400,12427800,27700,691800,1171400,13489500,12556700,2987600,11969700,1852700,1146900,175300,2457000,328800,41800,1055900,14479700,1981200,927300,349800,4012300,4494700,30800,125540700,8237000,1940800,185400,82491000,6556500,80185300,15266400,2299500,1082700,35456000,10075300,1279000,190100,617400,1172600,9273800,7210900,3536600,746700,1973700,1467100,104100,2899600,3003200,3342800,6861300,11653800,1633400,18414200,1895500,8393300,16073600,42437500,4674100,10626600,17117800,13980900,1410700,1178100,16610000,6154700,96319200.0,1496700,1354000,7829500,108357800,7771700,1458100,154000,1375900,9017100,3004900,2420000,2181800,180100,1220000,27297200,7899300,5475200,1712100,6071900,820300,694800,925300,43967200,176800,538400,43293500,2405900,17450400,2354200,2253400,3659200,227200,4677500,7146800,2870800,3139600,10158900,12044300,1985700,1520100,2097100,622700,11137800,35693700,9293900,3762000,210521600,20760300,1514400,12737200,2141800,37586800,13954200,16841600,9268200,3382100,8087400,6364400,24503300,7850400,8088300,1767300,63600,1736300,12193700,10209100,148300,54329300,5171900,35712600,45733600,5674900,426200,7667300,170900,15459400,2625100,29868100,1016200,3324100,376800,1357000,10275700,2566500,13491800,623700,18100,5973600,351400,5343900,7094300,2213400
2024-11-12,5175700,42139200,6903500,6810800,40398300,1364300,7179500,104600,2392900,11405600,58512400,2876800,14811300,15000,677600,1133500,7801400,21641900,2757700,11972800,1589900,2223700,110400,6680300,1521800,49500,1909000,21859700,1749000,1238300,310400,3896200,3574000,53800,87663900,7161100,1021000,37400,47706400,6110700,62539700,13910900,2251400,1385200,38942900,12282900,2302100,106500,607200,1146300,13518000,6667800,4125300,1106700,2221400,1397200,661600,4171500,2809400,3378600,5683300,10145500,2064800,12708700,1143200,7146000,14941500,24819600,4616400,8482400,17848200,15021000,959700,1227600,11819000,4990800,77294900.0,1565300,810000,8483300,59061300,5681900,1406300,151700,2060800,6861000,3971400,2987200,1691400,258200,569000,25153600,4972000,5478400,2260900,7022300,1120700,949500,778600,26059500,151000,649900,38155900,1655200,25134900,2607100,1509400,2175400,229000,6518400,7181400,1978300,6283200,9782700,20709400,1582100,1711000,2818000,500900,8989700,28019200,9335800,5386600,155726000,10557000,1409500,18145300,2170600,43006100,7659700,15063900,8576900,4460000,6598700,6507500,19401200,5314700,9088700,3036100,78800,2265400,13725800,16287700,268500,53035200,3284800,35734000,37430800,6054500,616000,6574000,240500,10036900,3260600,33560300,1335400,4380200,74700,1256700,12569800,2638800,15396700,429900,25300,6629900,432200,1964800,9322700,2577600
2024-11-13,5961600,21222700,4922600,6591200,48566200,1079500,26559500,38800,1763100,23091500,31880700,2193000,22046300,95900,589500,1118300,21722400,12874500,3578900,15127900,822500,2606700,386200,3725600,282000,63300,1861600,18416200,1538400,936300,257600,2802500,2261900,18700,94879700,6033400,955200,28700,44053500,4591000,58202000,10224300,2118100,1596500,46212900,8869700,2041000,54800,635800,1172700,6781600,4701400,3470200,962100,1850000,2213700,54600,3329800,3409400,3059300,6134800,8431700,1630300,40556600,1274000,6571800,16784300,27997400,4046400,9163000,18823000,13177600,1315600,2149300,13882200,7921800,103319300.0,1695500,739400,7921700,85937400,8824000,1394700,117200,1205900,11472600,2371900,2663500,1757600,70600,439000,121001300,5095000,8634600,2711200,5981200,1950800,610300,906700,23203600,165900,773400,36903900,1342400,23184000,1953700,1224500,1862700,181100,3486800,7161900,2702200,5121300,8092400,18818600,1548700,2453700,1527800,439600,4754300,41306100,4704700,4145000,125405600,8483500,1472300,11931900,2465100,47388600,6902900,16105500,7266900,2979500,8528900,5412300,21502200,3863200,9154500,2924300,97900,1437500,9900400,10757600,284000,47983100,3347100,24212900,24799000,8040800,450000,5537900,106400,9256600,2937100,35146600,961400,2371700,84400,869600,12451500,2106800,12630400,369100,13600,5695400,382600,2108200,11060500,2681500
2024-11-14,4389900,24497400,4777600,6588600,44923900,1231500,18254900,17700,1670500,32824300,38252800,3685800,16928100,46200,1086900,1972700,34690000,16946800,2545800,13041800,918300,1654400,117200,3515600,292700,51800,1422400,18459700,1666700,939700,194500,6113200,3901800,17800,46983000,9977100,1081200,20200,26248300,5020200,49252100,12628200,2979400,832600,42620300,8704500,1317100,46000,795900,1276600,7572200,3510700,3098800,1248900,1404000,2154100,53800,3316300,3079200,3998800,7344200,8262400,1814400,62951900,1396800,7275800,12614400,17375300,4415800,7631900,13654800,15910800,848800,1612500,11453900,4783800,60782800.0,1613300,1127500,7012600,59968200,10111200,3210600,121700,2179200,10172200,1891800,5510200,1859900,44900,519300,45509000,4860400,11747400,1165200,7936700,1283700,1299800,1927500,13023400,229500,1187600,35733100,1947400,31007500,3396200,1708300,1958000,279300,5777800,7716400,2149500,3413200,15029400,30435000,1637300,3925300,1615200,684200,6229200,35122500,7352700,5422700,120726100,8442500,1769600,11905700,1792500,38904100,7630600,16490700,9573300,2513200,7311800,7444300,30246900,3230200,8241600,2303400,134400,1816800,10061400,11053700,130300,45262200,3005800,31983200,34765200,6063800,390900,4607600,314000,8468300,3170300,31681400,2134000,2435900,73500,644800,13780200,2125200,17150000,738400,20600,7804300,430700,3904100,8202700,2480400
2024-11-15,4124000,20013300,4798700,10543800,47923700,2581300,17840000,23700,2007700,15605200,40741500,3868000,36342800,21800,1374500,1757100,13244500,31018300,2279700,19051700,2258900,1379400,139800,5324700,513200,118100,1510000,18518300,2414000,782800,203200,6970500,1662200,110800,42768800,6628500,1113000,24600,25315300,6155000,55104900,22755200,2614400,2605700,86591100,16464500,1488100,36800,1025700,1722800,11359100,5010100,4612400,2073200,1737700,1949300,46400,4464500,3423900,7334600,7281900,7299500,1926400,37661400,1751100,5915600,8955300,18020600,5106300,10001300,18837000,26284300,821800,1583200,9834800,5970400,46939400.0,1611400,1184500,9737000,155280400,9022800,1916700,87500,1692900,11518800,7659600,4085900,2269900,62100,300300,42280000,5875700,16287500,1347400,14246100,968400,1910700,1997300,17537500,142300,1428600,40488900,1372400,32504600,3022000,2502600,3133100,161800,5952200,11328500,2208900,10937800,30310200,17140200,1394500,3063200,2221700,924700,4671000,37576000,8874000,9108900,114440300,11265400,1798900,12902500,1519600,75988800,7093000,11733600,6882200,2717400,9852600,9939400,28247600,3562100,7431500,2507200,96300,2231900,9632100,17712900,135200,131074400,4122400,19671400,20360400,4470000,932100,9499700,204100,8083200,3526400,44217500,3546400,2718200,50900,848100,12930300,3689300,13664900,537500,18200,8986300,344700,4999100,11454500,2408100
2024-11-18,5089000,16456000,4507400,10403200,44633700,1128700,14509200,9900,1848900,12727100,27141600,5030800,33980500,19800,1027800,1298400,12495700,13482000,3060700,14239700,1281100,879900,321300,3174600,289300,33100,1112400,14236400,1750700,662100,272800,4462300,3487200,73000,121617100,6414200,1898400,33100,23598000,7583700,59589500,13255500,2074400,1229000,36409900,14139900,1114100,26000,895100,1511900,8747600,6501800,2259000,2048800,1410500,2105600,66500,4991500,2577100,9148100,6434100,6323400,1384500,23672700,1733900,8702100,13086300,25607400,4585600,7073200,18439600,16062100,884900,1775000,10681500,7912100,61022200.0,1210700,925200,7814200,136663100,6075400,1633000,117700,1140500,9051400,5306500,1738200,1797300,96400,339700,29097900,3810800,8324400,1131300,7933100,856000,741600,1287000,36877100,80900,875900,32360300,1820400,20135300,2116700,2108500,2039100,193200,3102500,7510600,2398700,6850400,12508300,10637100,1026600,2010600,1658500,577700,8260200,54116400,9286800,6991300,126085600,8336900,1580300,11886900,1569000,37001700,4250400,10010000,7629000,3293200,6628900,6681000,24727000,5744000,7571900,1958400,89100,1611900,6955500,14327300,70900,64221700,2514000,31096800,33546000,3949900,695000,7696500,114800,10148100,3880700,38705400,1533600,2673300,64700,570300,9044300,5612600,10005900,390200,25800,6289400,265400,4325900,9099600,2493400
2024-11-19,5100000,13713300,5172400,9338900,36211800,2192600,7412500,31100,2217400,11740300,27014700,3862000,17211700,66000,979900,935700,11297700,19289000,2903400,11584400,1153700,914100,122400,3210300,289900,27800,1292200,14160300,2084600,916600,311700,4654100,2185400,66900,88677400,5554700,1881500,20000,25901100,14850300,61190900,11793300,2512900,2514400,31197900,13093100,986000,22400,571600,1671700,8020800,5767500,1961700,1235900,1387300,2239500,82800,3546400,3198300,5832500,7244800,6579100,1766600,31020800,890500,5706900,9722600,13447900,4885500,6784700,15412900,16254800,697400,1260000,9390100,6716000,80884000.0,1121800,935800,6176800,75557800,4657400,1296700,124900,609000,6792700,3981900,2279900,1690500,59600,303200,28809600,3693100,8651100,1096200,6205800,1009100,784100,1772200,27227500,146600,795200,28534100,1714700,23434900,1714800,2090400,1527100,312500,2803900,8233700,2043900,4948900,12751900,8723000,1312800,1640700,1749200,373900,4483300,30086600,7499600,8248900,88852500,5246000,2536000,12764400,1810000,49412000,5469900,10940300,4272800,2197500,9800400,5683700,18133500,6372400,7144300,2262700,56300,1868100,8178400,9522400,102200,52381200,2204600,30019100,22829200,6887700,602400,4505200,254300,12442700,3186700,23131400,1312200,2009100,106300,1049000,7942200,3465500,7548500,384900,21700,8117000,860500,2746900,8179300,2716000
